material_id,type,backend_higg,frontend_higg,internal_abreviations,globalwarming,eutrophication,waterscarcity,abioticresourcedepletion,chemistry,overall_msi,co2e_kg,phosphate_po4eq,water_volume_m3,fossil_fuel_mj,chemistry_units,score_globwarm,score_eutrophication,score_water,score_resourcedepletion,fiber_type,fiber_source,is_natural,is_renewable,is_recyclable,is_biodegradable,is_microplastic_pollutant,pro_tips,pro_read_more,con_tips,con_read_more,washing_tips,washing_read_more,fact_tips,fact_read_more
tex_poly_27,Textiles,"Polyethylene terephthalate (PET), chemically (methanolysis) recycled, for textiles","Recycled Polyester, Upcycled Polyester, Post-consumer Polyester, deadstock Polyester, Ecomove",,8.69,6.89,1.1,9.07,9.29,35.04,8.98,0.005,4.51,130.0,19.6,3.3609318996415762,3.3916256157635467,3.719174871073605,3.8877192982456137,Synthetic Plastic Derivative,Polymer Plastic (Post-Consumer or Post-Industrial Waste),Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Recycled polyester uses less nonrenewable resources than virgin polyester and keeps textile waste out of landfills, which supports the circular economy.",,"Recycled polyester is still a non-biodegradable synthetic polymer plastic. One polyester garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,"Recycled polyester is best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Polyester is sensitive to high heat, so hang dry to conserve energy and preserve fabric strength.","Recycled polyester is easy to clean and quick-drying, but it's sensitive to high heat. It's best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Hang dry to conserve energy and preserve fabric strength.","Recycled polyester garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polyester is non-biodegradable, recycling plastics into polyester fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. ","Recycled polyester is a synthetic petroleum-based material derived from plastic. When washed and worn, polyester sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

Recycled polyester garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polyester is non-biodegradable, recycling plastics into polyester fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_poly_28,Textiles,Polyethylene (PE) fabric,Polyethylene,,5.14,2.54,0.501,8.37,5.96,22.51,5.45,0.002,1.09,122.0,12.6,4.251612903225807,4.463054187192118,4.0,4.133333333333334,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Polyethylene is a strong, stain resistant fabric often used for rope, interior textiles, and reusable bags.",,"Polyethylene is a non-biodegradable synthetic plastic polymer derived from non-renewable oil and natural gas. One polyethylene garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,Polyethylene garments should be hand washed or spot cleaned with cold water. Hang dry to preserve fabric strength and conserve energy.,,"When washed and worn, polyethylene sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 
","Polyethylene is a synthetic petroleum-based material derived from plastic. When washed and worn, polyethylene sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

Some polyethylene garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polyethylene is non-biodegradable, recycling plastics into polyethylene fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_poly_29,Textiles,Polylactic Acid (PLA) fabric,Polylactic,,9.06,6.91,1.76,9.03,9.29,36.1,9.6,0.006999999999999999,3.83,132.0,19.6,3.2681003584229398,3.3866995073891624,3.4097515236755744,3.9017543859649133,Synthetic Plant Based,Corn Plant,Synthetic,Renewable,Recyclable,Not Biodegradable (Industrial Facilities Only),Microplastic Pollutant,"Polylactic (PLA) has excellent durability and elasticity. It's wrinkle-resistant, moisture-wicking, and performs similarly to polyester.",,"Polylactic is a non-biodegradable synthetic polymer plastic that's primarily derived from corn. One polylactic garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,"Polylactic is best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Polylactic is sensitive to heat, so hang dry to conserve energy and preserve fabric strength.","Polylactic is easy to clean and quick-drying, but it's sensitive to high heat. It's best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Hang dry to conserve energy and preserve fabric strength.","Polylactic is a synthetic polyester derived from corn instead of fossil fuels, which means it relies on a renewable resource. However, corn-based plastic does not biodegrade, and still contributes to microplastic water pollution when washed. ","Polylactic is a synthetic polyester derived from corn instead of fossil fuels, which means it relies on a renewable resource. However, corn-based plastic does not biodegrade, and still contributes to microplastic water pollution when washed. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 
"
tex_poly_30,Textiles,Polypropylene (PP) fabric,Polypropylene,PP,5.6,2.59,0.522,8.49,7.04,24.2,5.94,0.002,1.14,124.0,14.9,4.136200716845877,4.450738916256158,3.990154711673699,4.091228070175439,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Polypropylene is a strong, stain resistant fabric often used for athletic and military uniforms and reusable bags.",,"Polypropylene is a non-biodegradable synthetic plastic polymer derived from oil and natural gas production, both of which are non-renewable resources. One polypropylene garment can shed thousands of microplastic filaments during a single wash cycle, further contaminating water systems.",,Polypropelyne garments should be hand washed or spot cleaned with cold water. Hang dry to preserve fabric strength and conserve energy.,,"When washed and worn, polypropylene sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 
","Polypropylene is a synthetic petroleum-based material derived from plastic. When washed and worn, polypropylene sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

Some polypropylene garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polypropylene is non-biodegradable, recycling plastics into polypropylene fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_poly_31,Textiles,"Polypropylene (PP), recycled for textile",Polypropylene Recycled,,4.15,2.39,0.532,3.6,5.96,16.632,4.4,0.002,1.16,52.6,12.6,4.5,4.5,3.985466479137365,5.0,Synthetic Plastic Derivative,Polymer Plastic (Post-Consumer or Post-Industrial Waste),Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Recycled polypropylene uses less nonrenewable resources than virgin polypropylene and keeps textile waste out of landfills, which supports the circular economy.",,"Recycled polypropylene is still a non-biodegradable synthetic polymer plastic. One polypropylene garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,Recycled polypropelyne garments should be hand washed or spot cleaned with cold water. Hang dry to preserve fabric strength and conserve energy.,,"Recycled polypropylene garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polypropylene is non-biodegradable, recycling plastics into polypropylene fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. ","Polypropylene is a synthetic petroleum-based material derived from plastic. When washed and worn, polypropylene sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

Recycled polypropylene garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polypropylene is non-biodegradable, recycling plastics into polypropylene fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_poly_32,Textiles,Polytrimethylene terephthalate (PTT) fabric,Polytrimethylene terephthalate,,10.3,12.0,1.54,12.6,10.4,46.8,10.9,0.011000000000000001,3.36,183.0,22.0,2.956989247311828,2.1330049261083746,3.5128926394749183,2.649122807017544,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Polytrimethylene terephthalate (PTT) has excellent durability and elasticity. It's wrinkle-resistant, moisture-wicking, and is softer and more stain-resistant than polyester.",,"PTT is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. One PTT garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,"PTT is best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. PTT is sensitive to high heat, so hang dry to conserve energy and preserve fabric strength.","PTT is easy to clean and quick-drying, but it's sensitive to high heat. It's best washed in a normal cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Hang dry to conserve energy and preserve fabric strength.","When washed and worn, PTT sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

","PTT is a synthetic petroleum-based material derived from plastic. When washed and worn, PTT sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

SomePTT garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since PTT is non-biodegradable, recycling plastics into polyester fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_poly_33,Textiles,Polyurethane (PU) fabric,Polyurethane ,,10.5,3.48,0.915,14.1,8.15,37.2,11.2,0.003,2.0,206.0,19.6,2.906810035842294,4.231527093596059,3.8059071729957807,2.12280701754386,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Non-Recyclable,Not Biodegradable,Microplastic Pollutant,"Polyurethane is durable, lightweight, and waterproof. It's much stronger than other plastic-based fabrics, and thus has longer usable life.",,Polyurethane is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. It's less breathable than other synthetic polymer fabrics.,,"Polyurethane garments must be hand washed or spot cleaned with cold water. Never put polyurethane in the dryer. Hang dry to preserve fabric strength and conserve energy. Polyurethane is used in many forms, so be sure to refer to product tag for specific care instructions. ",,"Polyurethane is often used to produce vegan leather. Although polyurethane (PU) is cruelty free, it's still a synthetic petroleum-based material derived from plastic. ","Polyurethane is often used to produce vegan leather. Although polyurethane (PU) is cruelty free, it's still a synthetic petroleum-based material derived from plastic. When washed and worn, polyurethane sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

Some polyetherane garments are made from recycled plastic, but this isn't a solution to our plastic crisis. Since polyetherane is non-biodegradable, recycling plastics into polyetherane fabric simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. "
tex_free_34,Textiles,Freeflex™ TPU Resin {BASF} for textile,Freeflex™,,11.7,4.7,0.954,14.7,9.29,41.344,12.4,0.004,2.08,215.0,19.6,2.6057347670250897,3.931034482758621,3.787623066104079,1.9122807017543864,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Non-Recyclable,Not Biodegradable,Microplastic Pollutant,"Freeflex™ TPU is lightweight, durable, and incredibly elastic. When blended with other fibers it provides better stretch and recovery than conventional spandex. ",,"Freeflex™ TPU is a non-biodegradable synthetic polymer that's primarily derived from crude oil. One Freeflex™ TPU garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,Freeflex™ TPU is best washed in a normal cycle with cold water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Tumble dry on low or hang dry to conserve energy and preserve fabric strength.,Freeflex™ TPU is easy to clean and quick-drying. It's best washed in a normal cycle with cold water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Tumble dry on low or hang dry to conserve energy and preserve fabric strength.,"Since Freeflex™ TPU is a plastic derivative, it does contribute to microplastic water pollution when washed. When washed and abraded, spandex sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. ","Freeflex™ TPU is recyclable when blended with polyester, but is not widely recyclable when blended with most other materials due to limitations in fiber separation. 

Since Freeflex™ TPU is a plastic derivative, it does contribute to microplastic water pollution when washed. When washed and abraded, spandex sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. "
tex_silk_35,Textiles,Silk fabric,Silk,SE,85.2,591.0,349.0,52.6,8.22,1086.0,90.3,0.564,760.0,768.0,17.3,1.0,1.0,1.0,1.0,Animal Based,Silk Worm,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Silk is a soft, sleek, luxurious material that's biodegradable and renewable. ","Silk is a soft, sleek, luxurious material that's biodegradable and renewable. Silk is spun from long threads made in the inner cocoon of the silkworm. ","Sericulture, the production of silk from raising silkworms, is a controversial practice where animal welfare is always a concern. Although silk can be extracted without harming the worm through a small hole in their cocoon, silkworms are often boiled and killed to get longer silk threads.",,"Silk is often dry cleaned, but you can gently hand wash your silks at home in cold water. Silk fabric often bleeds, so wash your garment alone and don't be surprised if there's a little color in the water. Hang dry to conserve energy and preserve fabric strength. ",,"Commercial silk production relies on a species of moth called the Bombyx Mori. After hundreds of years of selective breeding, the Bombyx mori, also known as the domestic silkworm, has lost its ability to fly, see, camouflage, and fear predators. ","Commercial silk production relies on a species of moth called the Bombyx Mori. After hundreds of years of selective breeding, the Bombyx mori, also known as the domestic silkworm, has lost its ability to fly, see, camouflage, and fear predators. Bombyx Mori subsist off of mulberry leaves, no longer live in the wild, and are completely dependent on humans for survival. "
tex_visc_36,Textiles,Viscose/Rayon fabric from wood pulp,Viscose / Rayon,VI,14.8,12.2,5.01,13.0,10.6,55.6,15.7,0.012,10.9,190.0,22.3,1.8279569892473118,2.0837438423645325,1.8860759493670889,2.5087719298245617,Semi-Synthetic Plant Based,Cellulose (Wood Pulp),Semi-Synthetic,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Viscose is a soft, absorbent, semi-synthetic fiber that begins as cellulose derived from renewable wood pulp.",,"The production process of Viscose and Rayon involves toxic chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. ","The production process of Viscose and Rayon involves toxic chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. The creation of pulpwood plantations often requires deforestation, a practice that has devastating social and environmental impacts.","Viscose is best hand washed in cold or warm water. Never put viscose in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Viscose is a delicate fabric, so hand washing is cold or warm water best. Never put viscose in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains.  ","Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains. 

Most forestland in the US is privately owned, so landowners often clear forests to enter more profitable industries such as farming, housing, or ranching. Viscose from responsibly sourced forests is typically more expensive, which allows landowners to be compensated fairly and disincentivizes excessive deforestation. "
tex_visc_37,Textiles,Viscose/Rayon (Regenerated cellulose) from bamboo,Bamboo Viscose,,12.9,8.73,2.53,12.7,9.4,46.26,13.7,0.008,5.51,186.0,19.8,2.3046594982078856,2.9384236453201966,3.048757618377872,2.614035087719299,Semi-Synthetic Plant Based,Cellulose (Wood Pulp),Semi-Synthetic,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Bamboo Viscose is soft, absorbent, and antimicrobial. It's a semi-synthetic fiber that begins as cellulose derived from renewable bamboo wood pulp.",,"The production process of Bamboo Viscose involves toxic chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. ","The production process of Bamboo Viscose involves toxic chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. The creation of pulpwood plantations often requires deforestation, a practice that has devastating social and environmental impacts.","Bamboo Viscose is a delicate fabric, so hand washing is cold or warm water best. Never put Bamboo Viscose in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ",,"Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains.  ","Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains. 

Most forestland in the US is privately owned, so landowners often clear forests to enter more profitable industries such as farming, housing, or ranching. Viscose from responsibly sourced forests is typically more expensive, which allows landowners to be compensated fairly and disincentivizes excessive deforestation. "
tex_liva_38,Textiles,Livaeco™ Viscose Staple Fiber {BIRLA},Livaeco™ Viscose,,11.2,7.89,2.66,10.6,9.4,41.75,11.9,0.008,5.8,155.0,19.8,2.7311827956989245,3.1453201970443354,2.987810595405532,3.3508771929824563,Semi-Synthetic Plant Based,Cellulose (Wood Pulp),Semi-Synthetic,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Livaeco™ Viscose is soft, absorbent, and antimicrobial. It's a semi-synthetic fiber that begins as cellulose derived from sustainably sourced beech and eucalyptus wood pulp.",,"The production process of Livaeco™ Viscose involves chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. ",,"Livaeco™ Viscose is best washed by hand in cold or warm water. Never put Livaeco™ Viscose in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Livaeco™ Viscose is a delicate fabric, so hand washing is cold or warm water best. Never put Livaeco™ Viscose in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Livaeco™ Viscose is sourced from sustainably managed beech and eucalyptus wood forests. All of its raw material components are fully traceable. 

","Livaeco™ Viscose is sourced from sustainably managed beech and eucalyptus wood forests. All of its raw material components are fully traceable. 

Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains. 

Most forestland in the US is privately owned, so landowners often clear forests to enter more profitable industries such as farming, housing, or ranching. Viscose from responsibly sourced forests is typically more expensive, which allows landowners to be compensated fairly and disincentivizes excessive deforestation. "
tex_lenz_39,Textiles,Lenzing™ECOVERO™Viscose,Lenzing™ECOVERO™ Viscose,,9.71,7.96,2.57,9.25,9.4,38.89,10.3,0.008,5.61,135.0,19.8,3.105017921146953,3.1280788177339898,3.0300046882325367,3.824561403508772,Semi-Synthetic Plant Based,Cellulose (Wood Pulp),Semi-Synthetic,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Lenzing™ ECOVERO™ Viscose is soft, absorbent, and antimicrobial. It's a semi-synthetic fiber that begins as cellulose derived from sustainably sourced wood pulp.",,"The production process of Lenzing™ ECOVERO™ Viscose involves chemicals such as sodium hydroxide and carbon disulfide, which can pollute the environment if not managed sustainably. ",,"Lenzing™ ECOVERO™ Viscose is best washed by hand in cold or warm water. Never put Lenzing™ ECOVERO™ in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Lenzing™ ECOVERO™ Viscose is a delicate fabric, so hand washing is cold or warm water best. Never put Lenzing™ ECOVERO™ in the dryer. Instead, hang dry to avoid excess shrinkage and pilling. ","Lenzing™ ECOVERO™ Viscose is sourced from sustainably managed forests, and generates up to 50% lower emissions and water impact than conventional viscose.  All of its raw material components are fully traceable. ","Lenzing™ ECOVERO™ Viscose is sourced from sustainably managed forests, and generates up to 50% lower emissions and water impact than conventional viscose.  All of its raw material components are fully traceable. 

Deforestation, the removal of trees, causes habitat loss for our precious wildlife and is one of the largest causes of carbon emissions. It's crucial to ensure our forests are responsibly managed, and that our viscose products are sourced from responsible supply chains. 

Most forestland in the US is privately owned, so landowners often clear forests to enter more profitable industries such as farming, housing, or ranching. Viscose from responsibly sourced forests is typically more expensive, which allows landowners to be compensated fairly and disincentivizes excessive deforestation. "
tex_wool_40,Textiles,Wool fabric,Wool,WO,45.2,15.8,1.67,9.13,7.2,79.0,47.9,0.015,3.63,133.0,15.2,1.0,1.1970443349753697,3.451945616502578,3.866666666666666,Animal Based,Sheep,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,Wool is an incredibly warm and durable material that's biodegradable and renewable. ,,"Although shearing, the process of removing the wool from a sheep, is not harmful to the animal, animal welfare is always a concern.",,"Wool is best washed by hand in cold water. Never put wool in the dryer. Instead, lay flat to air dry to avoid excess shrinkage and stretching. Depill with a comb periodically to keep the fabric soft and smooth.","Wool naturally repels dirt and can thus be spot cleaned with cold water. When it needs a good cleaning, hand washing in cold water is best. If opting for machine washing, make sure it's on a delicate cycle. Never put wool in the dryer. Instead, lay flat to air dry to avoid excess shrinkage and stretching. Depill with a comb periodically to keep the fabric soft and smooth.","Wool is very durable and is thus a great garment to purchase second-hand. Purchasing second-hand wool can help you stay on budget, extend garment life, and ensure your purchase doesn't create further harm to our planet.","Like most animal-derived raw materials, waste generated from sheep used in wool production contributes to greenhouse gasses. However, free-range grazing animals and proper regenerative wool farming supports bio-sequestration, increases biodiversity, reduces water pollution and improves soil health. Supply chain transparency is crucial to ensure animal well-being and regenerative farming practices. 

Wool is very durable and is thus a great garment to purchase second-hand. Purchasing second-hand wool can help you stay on budget, extend garment life, and ensure your purchase doesn't create further harm to our planet."
tex_wool_41,Textiles,"Wool fabric, recycled","Recycled Wool, Upcycled Wool, Post-consumer Wool, deadstock Wool",,10.4,8.96,1.99,9.83,7.2,38.38,9.49,0.004,3.68,127.0,15.2,2.9318996415770613,2.881773399014778,3.3019221753398966,3.621052631578948,Animal Based,Sheep (Post-Consumer or Post-Industrial Waste),Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,Recycled wool is an incredibly warm and durable material that's biodegradable and renewable. Recycled wool uses significantly less resources than virgin wool and keeps textile waste out of landfills.,,Recycled wool can be slightly more course and less durable than virgin wool.  ,,"Recycled wool is best washed by hand in cold water. Never put recycled wool in the dryer. Instead, lay flat to air dry to avoid excess shrinkage and stretching. Depill with a comb periodically to keep the fabric soft and smooth.","Recycled wool naturally repels dirt and can thus be spot cleaned with cold water. When it needs a good cleaning, hand washing in cold water is best. If opting for machine washing, make sure it's on a delicate cycle. Never put recycled wool in the dryer. Instead, lay flat to air dry to avoid excess shrinkage and stretching. Depill with a comb periodically to keep the fabric soft and smooth.","Wool recycling conserves valuable resources and reduces waste. Choosing recycled wool over virgin wool saves significant amounts of land use, energy, and greenhouse gas emissions, and supports a circular economy.",
lea_cow _42,Leather,Cow leather,Cow leather,,34.3,77.4,9.99,14.0,40.3,176.0,36.4,0.07400000000000001,21.8,204.0,85.0,1.0,1.4997733454215774,1.0,1.0,Animal Based,Cow,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Cow Leather is a durable, luxurious, water-resistant material made from cattle hide. Cow Leather is biodegradable and derived from a renewable resource.",,"Livestock accounts for 15% of our total carbon emissions, and is a significant contributor to global warming. ",,"Leather, suede, and other animal hides have various finishes that have individualized needs. Leather should be handled with the utmost care. Follow the washing label strictly. Do not wash your leather garment if the label says spot clean only.",,"Leather has been used as warm, protective clothing since prehistoric times. Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. ","Leather has been used as warm, protective clothing since prehistoric times. Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. 

Leather is treated through a tanning process that prevents rot and can be dyed in many colors. Leather is moisture dependant, so it needs cleaning, conditioning and protection to ensure lasting beauty and durability.  Mineral (chrome) leather tanning and synthetic dyes can be extremely toxic to aquatic ecosystems, so make sure your leather goods are vegetable-tanned or sustainably managed. "
lea_goat_43,Leather,Goat leather,Goat leather,,9.47,90.0,0.415,7.83,40.3,148.0,10.0,0.021,0.905,114.0,85.0,1.0,1.0,4.0,3.863109048723898,Animal Based,Goat,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Goat Leather is a durable, supple, and lightweight material made from goat hide and skins. Goat Leather is biodegradable and derived from a renewable resource.",,"Livestock accounts for 15% of our total carbon emissions, and is a significant contributor to global warming. ","Although Goat Leather is a renewable resource, animal welfare is always a concern. Livestock accounts for 15% of our total carbon emissions, and is a significant contributor to global warming. ","Leather, suede, and other animal hides have various finishes that have individualized needs. Leather should be handled with the utmost care. Follow the washing label strictly. Do not wash your leather garment if the label says spot clean only.",,"Leather has been used as warm, protective clothing since prehistoric times. Goat Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. ","Leather has been used as warm, protective clothing since prehistoric times. Goat Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. 

Leather is treated through a tanning process that prevents rot and can be dyed in many colors. Leather is moisture dependant, so it needs cleaning, conditioning and protection to ensure lasting beauty and durability.  Mineral (chrome) leather tanning and synthetic dyes can be extremely toxic to aquatic ecosystems, so make sure your leather goods are vegetable-tanned or sustainably managed. "
lea_kang_44,Leather,Kangaroo leather,Kangaroo leather,,8.96,3.64,1.9,9.27,28.0,51.8,9.5,0.003,4.15,135.0,59.0,1.4903846153846152,4.425430643699002,1.0,3.1948955916473323,Animal Based,Kangaroo,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,Kangaroo Leather is a durable and lightweight material made from kangaroo hide and skins. Kangaroo leather is biodegradable and derived from a renewable resource.,,"Livestock accounts for 15% of our total carbon emissions, and is a significant contributor to global warming. ","Although Kangaroo Leather is a renewable resource, animal welfare is always a concern. Livestock accounts for 15% of our total carbon emissions, which is a significant contributor to our warming climate. ","Leather, suede, and other animal hides have various finishes that have individualized needs. Leather should be handled with the utmost care. Follow the washing label strictly. Do not wash your leather garment if the label says spot clean only.",,"Leather has been used as warm, protective clothing since prehistoric times. Kangaroo Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. ","Leather has been used as warm, protective clothing since prehistoric times. Kangaroo Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. 

Leather is treated through a tanning process that prevents rot and can be dyed in many colors. Leather is moisture dependant, so it needs cleaning, conditioning and protection to ensure lasting beauty and durability.  Mineral (chrome) leather tanning and synthetic dyes can be extremely toxic to aquatic ecosystems, so make sure your leather goods are vegetable-tanned or sustainably managed. "
